time,side,price,size,fee,prediction_id
2025-12-20 10:00:00,buy,2986.14316,0.3345445768916183,2.0020000000000002,52
2025-12-21 19:00:00,sell,2985.57144,0.3345445768916183,1.9976134683489992,52
2025-12-21 21:00:00,buy,2989.8168299999998,0.33306733308046943,1.9956118596537138,52
2025-12-23 08:00:00,sell,2961.91512,0.33306733308046943,1.9730343396582373,52
2025-12-25 13:00:00,buy,2930.8579299999997,0.3355869324807907,1.9710573592498994,52
2025-12-25 17:00:00,sell,2945.3916600000002,0.3355869324807907,1.9768699042678082,52
2025-12-26 04:00:00,buy,2967.88492,0.33204442820216973,1.9748890806237318,52
2025-12-27 02:00:00,sell,2924.83224,0.33204442820216973,1.9423484974361427,52
2025-12-28 10:00:00,buy,2940.7578200000003,0.3292555147763287,1.9404022642417118,52
2025-12-30 01:00:00,sell,2935.05201,0.3292555147763287,1.9327641208956965,52
2025-12-30 18:00:00,buy,2979.79682,0.3233384610874351,1.9308274912465588,52
2026-01-01 10:00:00,sell,2981.016,0.3233384610874351,1.927754251834043,52
2026-01-01 11:00:00,buy,2987.9749899999997,0.3216176512892362,1.9258226420737055,52
2026-01-07 17:00:00,sell,3154.15269,0.3216176512892362,2.0288623599308524,52
2026-01-11 08:00:00,buy,3098.41532,0.32642102043416654,2.026829439846202,52
2026-01-13 01:00:00,sell,3105.4814100000003,0.32642102043416654,2.027388821583069,52
2026-01-13 16:00:00,buy,3187.5944099999997,0.3170583209844246,2.025357377983843,52
2026-01-15 21:00:00,sell,3284.94177,0.3170583209844246,2.083036244255608,52
2026-01-17 17:00:00,buy,3322.5992800000004,0.3125244678700746,2.080949041938864,52
2026-01-19 04:00:00,sell,3209.06772,0.3125244678700746,2.0058243631040673,52
2026-01-22 10:00:00,buy,3016.64363,0.3314622380566133,2.0038145270922367,52
2026-01-23 00:00:00,sell,2949.7473,0.3314622380566133,1.9554596835189046,52
2026-01-24 09:00:00,buy,2966.09313,0.3286466787862096,1.9535003129160184,52
2026-01-25 08:00:00,sell,2936.6404199999997,0.3286466787862096,1.9302342416446794,52
2026-01-26 23:00:00,buy,2930.13721,0.32838795740911436,1.9283001469345513,52
